JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454928.3188,11.0,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454928.49425,10.831,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,13.068,,T UMI,,STD,0,,,
2454928.5354,11.0,,,Vis.,FMR,,107,109,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454928.72800,10.79,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454929.36667,8.87,,,R,MFB,,136-128-144,,1092edz,,0,,Z,13.101,,,T UMI,,DIF,,,,
2454929.36806,6.36,,,I,MFB,,136-128-144,,1092edz,,0,,Z,12.719,,,T UMI,,DIF,,,,
2454929.36944,12.18,,,B,MFB,,136-128-144,,1092edz,,0,,Z,14.351,,,T UMI,,DIF,,,,
2454929.37431,10.45,,,V,MFB,,136-128-144,,1092edz,,0,,Z,13.558,,,T UMI,,DIF,,,,
2454929.45813,10.595,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.763,,T UMI,,STD,0,,,
2454930.4507,11.0,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2454931.5986,10.9,,,Vis.,FMR,,107,109,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454932.3250,11.0,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454932.47792,10.643,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.776,,T UMI,,STD,0,,,
2454933.33402778,10.7,,,Vis.,VFK,,104,109,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454933.47350,10.685,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.737,,T UMI,,STD,0,,,
2454933.65,11.0,,,Vis.,MHH,,10.9,11.4,1090fya,,,,Z,,,,T UMI,,STD,,,,
2454934.32083333,10.9,,,Vis.,VFK,,104,109,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454934.36,11.1,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454934.47583,10.686,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.744,,T UMI,,STD,0,,,
2454935.33333333,10.7,,,Vis.,VFK,,104,109,SD1943,Leipzig. Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454935.4472,11.1,,,Vis.,ADI,,109,114,080625,,,,Z,,,,T UMI,,STD,,,,
2454935.47444,10.770,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.904,,T UMI,,STD,0,,,
2454935.5569,11.2,,,Vis.,FMR,,109,115,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454935.5715,11.2,,,Vis.,SJZ,B,109,114,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454935.6354,11.2,,,Vis.,BVT,,109,114,080516,,,,Z,,,,T UMI,,STD,,,,
2454936.3,10.73,0.006,,V,SAND,,127,,90401,,0,,Z,12.7,,,T UMI,,STD,,,,
2454936.3618,11.1,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454936.47190,10.577,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.645,,T UMI,,STD,0,,,
2454936.5,11.2,,,Vis.,SHS,,115,109,sd1943,,,,Z,,,,T UMI,,STD,,,,
2454937.47498,10.732,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.771,,T UMI,,STD,0,,,
2454939.46611,10.691,0.014,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.620,,T UMI,,STD,0,,,
2454939.59,11.3,,,Vis.,MHH,,10.9,11.4,1090fya,,,,Z,,,,T UMI,,STD,,,,
2454940.4,11.1,,,Vis.,CMG,,na,,na,na,0,,Z,,,,T UMI,,STD,,,,
2454940.46561,10.791,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.767,,T UMI,,STD,0,,,
2454940.7764,11.1,,,Vis.,SRB,,109,114,CUSTOM,SRB-665169,,,Z,,,,T UMI,,STD,,,,
2454941.4257,11.3,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2454941.46693,10.738,0.009,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.731,,T UMI,,STD,0,,,
2454941.5354,11.2,,,Vis.,SJZ,,109,114,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454941.69306,11.4,,,Vis.,ASA,,109,114,1115ge,,,,Z,,,,T UMI,,STD,,,,
2454942.32638889,11.6,,,Vis.,VFK,,115,116,SD1943,Leipzig. Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454942.46547,10.838,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.823,,T UMI,,STD,0,,,
2454942.5924,11.4,,,Vis.,FMR,,109,115,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454942.72200,12.40,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2454942.72300,11.03,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454943.3597,11.1,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454943.45939,10.800,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.792,,T UMI,,STD,0,,,
2454944.33750,12.34,,,B,MFB,,136-128-144,,1092edz,,0,,Z,14.351,,,T UMI,,DIF,,,,
2454944.34514,10.83,,,V,MFB,,136-128-144,,1092edz,,0,,Z,13.558,,,T UMI,,DIF,,,,
2454944.34931,9.07,,,R,MFB,,136-128-144,,1092edz,,0,,Z,13.101,,,T UMI,,DIF,,,,
2454944.35069,6.75,,,I,MFB,,136-128-144,,1092edz,,0,,Z,12.719,,,T UMI,,DIF,,,,
2454944.4,11.1,,,Vis.,BOZ,K,105,114,999999,,,,Z,,,,T UMI,,STD,,,,
2454944.7083,9.6,,,Vis.,KRS,,8.9,10.5,030827,,,,T,,,,T UMI,,STD,,,,
2454945.4021,11.6,,,Vis.,BQC,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2454945.571,9.95,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454946.3986,11.2,,,Vis.,ADI,,109,114,080625,,,,Z,,,,T UMI,,STD,,,,
2454946.4,11.6,,,Vis.,CMG,,na,,na,na,0,,Z,,,,T UMI,,STD,,,,
2454946.4271,11.4,,,Vis.,MGE,,109,114,sd030827,,,,Z,,,,T UMI,,STD,,,,
2454946.5,11.2,,,Vis.,SHS,,115,109,sd1943,,,,Z,,,,T UMI,,STD,,,,
2454946.5319,11.2,,,Vis.,SUI,U,109,114,1029lbb,ARGELANDER(109-3V2-114);U=HAZE;EQUIP(REFRACT-120MM-F8-X40),0,,Z,,,,T UMI,,STD,,,,
2454946.71700,12.62,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2454946.71800,11.14,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454947.37,11.3,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454947.45426,10.925,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.866,,T UMI,,STD,0,,,
2454947.56,11.0,,,Vis.,TPS,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454948.5840,11.6,,,Vis.,FMR,,109,115,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454949.3333,11.8,,,Vis.,MZS,,000,,999999,427092000,,,Z,,,,T UMI,,STD,,,,
2454949.71200,12.77,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2454949.71300,11.19,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454950.44735,10.925,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.713,,T UMI,,STD,0,,,
2454950.471,11.01,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454950.5007,11.3,,,Vis.,SJZ,,109,114,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454950.563,11.03,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454951.4,11.5,,,Vis.,CMG,,na,,na,na,0,,Z,,,,T UMI,,STD,,,,
2454951.44332,10.907,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.755,,T UMI,,STD,0,,,
2454951.513,11.07,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454951.63,11.7,,,Vis.,MHH,,11.4,12.0,1052nil,,,,Z,,,,T UMI,,STD,,,,
2454952.44627,10.969,0.013,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.845,,T UMI,,STD,0,,,
2454952.72200,11.14,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454953.43909,10.977,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.826,,T UMI,,STD,0,,,
2454953.463,11.05,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454953.4688,11.3,,,Vis.,MGE,,109,114,sd030827,,,,Z,,,,T UMI,,STD,,,,
2454954.36,11.9,,,Vis.,VFK,,116,121,SD1943,Leipzig/ Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454954.4042,11.2,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454954.43661,11.013,0.016,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.753,,T UMI,,STD,0,,,
2454954.4889,11.2,,,Vis.,FMR,,109,115,S B 39,,,,Z,,,,T UMI,,STD,,,,
2454954.55,11.09,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454954.69800,12.67,0.03,,B,OCN,,000-BBT-765,,1275afe,,0,,Z,13.466,,,T UMI,,STD,,,,
2454954.69900,11.21,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454956.3479,11.3,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454956.43072,11.065,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.817,,T UMI,,STD,0,,,
2454956.5201,11.6,,,Vis.,SJZ,B,114,120,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454958.4139,11.7,,,Vis.,BQC,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2454958.4889,11.7,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454958.655,11.28,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454960.6632,11.4,,,Vis.,KRS,,10.9,11.4,030827,,,,Z,,,,T UMI,,STD,,,,
2454961.34,11.7,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454961.3542,11.5,,,Vis.,MGE,,114,120,sd030827,,,,Z,,,,T UMI,,STD,,,,
2454961.72100,11.35,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454961.72200,9.98,0.02,,R,OCN,,000-BBT-765,,1275afe,,0,,Z,12.373,,,T UMI,,STD,,,,
2454961.7354,11.6,,,Vis.,DJX,,114,120,080521,,,,Z,,,,T UMI,,STD,,,,
2454963.41799,11.124,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.753,,T UMI,,STD,0,,,
2454963.5243,11.7,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454964.381,11.8,,,Vis.,VFK,,116,121,SD1943,Leipzig/ Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454964.6194,11.44,,,V,GHN,,000-BBT-775,000-BBT-774,1093ati,,0,,Z,13.558,13.700,,T UMI,,STD,,,,
2454965.30,11.0,,,Vis.,HCS,,000,,030101,,,,Z,,,,T UMI,,STD,,,,
2454965.39,11.8,,,Vis.,VFK,,116,121,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454965.41157,11.103,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.764,,T UMI,,STD,0,,,
2454965.4611,11.7,,,Vis.,SJZ,,114,120,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454965.5,11.7,,,Vis.,SHS,,115,116,sd1943,121,,,Z,,,,T UMI,,STD,,,,
2454967.5382,11.8,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454968.40321,11.136,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.800,,T UMI,,STD,0,,,
2454968.468,11.20,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454968.4875,11.6,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454969.37,11.6,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454969.426,11.23,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454969.69700,11.35,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454970.41,11.8,,,Vis.,VFK,,116,121,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454970.413,11.17,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454970.7521,11.6,,,Vis.,KMA,,115,121,SD1943,,,,Z,,,,T UMI,,STD,,,,
2454970.8486,11.6,,,Vis.,BVT,,114,120,1223CBD,,,,Z,,,,T UMI,,STD,,,,
2454971.4,11.9,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2454971.415,11.15,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454971.4319,11.8,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454972.415,11.15,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454972.6153,11.20,,,V,GHN,,000-BBT-775,000-BBT-774,1093ati,,0,,Z,13.558,13.700,,T UMI,,STD,,,,
2454973.413,11.7,,,Vis.,GGU,,na,,na,na,0,,Z,,,,T UMI,,STD,,,,
2454974.3611,11.5,,,Vis.,MGE,,114,120,sd030827,,,,Z,,,,T UMI,,STD,,,,
2454974.3639,11.5,,,Vis.,KWO,,114,120,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454974.4278,11.6,,,Vis.,VSH,,114,120,1071AIGX,na,0,,Z,,,,T UMI,,STD,,,,
2454975.407,11.20,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454975.4215,11.8,,,Vis.,BVE,,114,120,070923,na,0,,Z,,,,T UMI,,STD,,,,
2454976.385,11.6,,,Vis.,VFK,,115,116,SD1943,Leipzig/ Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454976.3958,11.6,,,Vis.,ADI,,114,120,080625,,,,Z,,,,T UMI,,STD,,,,
2454976.40938,11.038,0.012,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.737,,T UMI,,STD,0,,,
2454976.4215,11.6,,,Vis.,SJZ,,114,120,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454976.448,10.13,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454977.39318,11.044,0.013,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.736,,T UMI,,STD,0,,,
2454977.435,11.7,,,Vis.,VFK,,116,121,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454977.5160,11.5,,,Vis.,FMR,,115,121,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454977.70200,11.55,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454978.36,11.8,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454978.4470,11.09,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2454978.5,11.7,,,Vis.,VED,,NA,,NA,,,,Z,,,,T UMI,,STD,,,,
2454979.8604,11.1,,,Vis.,BVT,,109,114,1223CBD,,,,Z,,,,T UMI,,STD,,,,
2454980.388,11.5,,,Vis.,VFK,,115,116,SD1943,na,0,,Z,,,,T UMI,,STD,,,,
2454980.40744,10.974,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.762,,T UMI,,STD,0,,,
2454980.419,11.06,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454981.40164,11.011,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.832,,T UMI,,STD,0,,,
2454981.402,11.04,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454981.5028,11.4,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454982.5833,11.3,,,Vis.,SUI,BUZ,109,114,1029lbb,ARGELANDER(109-3V1-114);Z=BRIGHT FIELD - LOW CONTRAST;U=CIRRUS;U=HAZE;B=TWILIGHT;REFR-120MM-X111,0,,Z,,,,T UMI,,STD,,,,
2454984.3868,11.2,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454984.39589,10.923,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.746,,T UMI,,STD,0,,,
2454984.71300,11.25,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454985.413,11.00,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454985.4958,11.3,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2454986.403,10.94,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454988.39025,10.804,0.010,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.718,,T UMI,,STD,0,,,
2454988.6660,11.3,,,Vis.,KMA,,109,115,SD1943,,,,Z,,,,T UMI,,STD,,,,
2454989.5125,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454993.75400,10.93,0.02,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2454993.75500,9.51,0.02,,R,OCN,,00-BBT-765,,1275afe,,0,,Z,12.373,,,T UMI,,STD,,,,
2454994.413,10.84,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454995.3729,11.0,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2454995.3861,11.2,,,Vis.,VFK,,109,115,SD1943,Leipzig Yukon100mm,0,,Z,,,,T UMI,,STD,,,,
2454995.419,10.77,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454995.4389,11.2,,,Vis.,SJZ,,109,114,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2454995.4847,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2454996.33,11.7,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454996.39,11.2,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2454996.411,10.78,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2454998.6,11.7,,,Vis.,MLI,,116,121,sd1943,,,,Z,,,,T UMI,,STD,,,,
2454998.6875,11.2,,,Vis.,KMA,,109,115,SD1943,,,,Z,,,,T UMI,,STD,,,,
2454999.7083,11.4,,,Vis.,KRS,,10.9,11.5,030827,,,,Z,,,,T UMI,,STD,,,,
2455000.4230,10.73,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2455000.5,10.86,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455001.391,10.73,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455001.5840,11.2,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455002.39,11.0,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455004.5840,11.2,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455006.416,10.73,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455006.5049,11.3,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455007.392,10.70,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455008.8194,10.7,,,Vis.,SRB,,105,109,CUSTOM,SRB-665169,,,Z,,,,T UMI,,STD,,,,
2455009.38,10.8,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455009.427,10.69,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455009.5150,10.67,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2455009.5389,11.0,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455009.6042,11.0,,,Vis.,KMA,,109,115,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455009.68,11.1,,,Vis.,MHH,,10.9,11.4,1052fya,,,,Z,,,,T UMI,,STD,,,,
2455010.384,10.70,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455011.381,10.72,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455011.4500,10.62,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2455012.3833,11.3,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455012.45,10.75,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455013.4278,11.2,,,Vis.,BVE,,109,114,070923,na,0,,Z,,,,T UMI,,STD,,,,
2455013.467,10.78,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455014.38963,10.624,0.011,,V,AAM,,ENSEMBLE,128,14190AQT,,0,,Z,,12.878,,T UMI,,STD,0,,,
2455014.3979,11.2,,,Vis.,KWO,,109,114,030827,na,0,,Z,,,,T UMI,,STD,,,,
2455014.422,10.82,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455014.711,10.855,0.02,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455014.71100,10.92,0.03,,V,OCN,,000-BBT-765,,1275afe,,0,,Z,12.779,,,T UMI,,STD,,,,
2455017.35,11.0,,,Vis.,BFO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455018.4222,10.7,,,Vis.,SJZ,B,105,109,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455018.431,10.83,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455019.6944,10.8,,,Vis.,KRS,,10.5,10.9,030827,,,,Z,,,,T UMI,,STD,,,,
2455020.3771,10.8,,,Vis.,FMR,,109,115,S D 43,,,,Z,,,,T UMI,,STD,,,,
2455020.394,10.66,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455020.5993,10.9,,,Vis.,KMA,,104,109,SD1943,,,,Z,,,,T UMI,,STD,,,,
2455021.60,11.2,,,Vis.,MHH,,10.9,11.4,1090fya,,,,Z,,,,T UMI,,STD,,,,
2455023.5,11.2,,,Vis.,SHS,,115,109,sd1943,,,,Z,,,,T UMI,,STD,,,,
2455024.3750,<10.9,,,Vis.,SGYO,,109,,080807,,,,Z,,,,T UMI,,STD,,,,
2455024.407,10.76,0.05,,TG,MEV,,ENSEMBLE,,TYCHO 2,ASTROMETRY PHOTO.EXE,0,,Z,,,,T UMI,AFOEV,STD,,,,
2455025.3767,10.68,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2455025.40,10.8,,,Vis.,JZO,,000,,999999,,,,Z,,,,T UMI,,STD,,,,
2455025.40,11.0,,,Vis.,HCS,,000,,030101,,,,Z,,,,T UMI,,STD,,,,
2455026.3800,10.70,,,V,SJNO,,,,999999,CANON 300D,0,,Z,,,,T UMI,,STD,,,,
2455026.4250,10.8,,,Vis.,SJZ,B,105,109,1029FFF,,0,,Z,,,,T UMI,,STD,,,,
2455027.3710,10.67,,,V,SJNO,,,,999999,,0,,Z,,,,T UMI,,STD,,,,
2455027.4208,11.0,,,Vis.,KWO,,109,114,030827,,0,1.5,Z,15.101,16.307,,T UMI,,STD,,,,
